id,listing_url,name,picture_url,host_name,host_since,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
528022,https://www.airbnb.com/rooms/528022,Somewhere Else,https://a0.muscache.com/pictures/bf6fa79c-5863-49bc-a29e-76efd126b070.jpg,Els,2012-06-10,f,t,Westerpark,52.39114,4.88846,Private room in boat,Private room,2,$100.00,2,248,4.85,4.88,4.83,4.93,4.9,4.78,4.72
2818,https://www.airbnb.com/rooms/2818,Quiet Garden View Room & Super Fast Wi-Fi,https://a0.muscache.com/pictures/10272854/8dcca016_original.jpg,Daniel,2008-09-24,t,t,Oostelijk Havengebied - Indische Buurt,52.36435,4.94358,Private room in rental unit,Private room,2,$59.00,3,314,4.89,4.93,4.99,4.97,4.98,4.69,4.81
20168,https://www.airbnb.com/rooms/20168,Studio with private bathroom in the centre 1,https://a0.muscache.com/pictures/69979628/fd6a3a80_original.jpg,Alexander,2009-12-02,f,t,Centrum-Oost,52.36407,4.89393,Private room in townhouse,Private room,2,$106.00,1,339,4.44,4.69,4.79,4.63,4.62,4.87,4.49
27886,https://www.airbnb.com/rooms/27886,"Romantic, stylish B&B houseboat in canal district",https://a0.muscache.com/pictures/02c2da9d-660e-451d-8a51-2f7a17469df7.jpg,Flip,2010-03-23,t,t,Centrum-West,52.38761,4.89188,Private room in houseboat,Private room,2,$140.00,2,243,4.94,4.93,4.95,4.95,4.92,4.89,4.79
28871,https://www.airbnb.com/rooms/28871,Comfortable double room,https://a0.muscache.com/pictures/160889/362340f7_original.jpg,Edwin,2010-05-13,t,t,Centrum-West,52.36775,4.89092,Private room in rental unit,Private room,2,$75.00,2,454,4.88,4.93,4.89,4.95,4.94,4.97,4.83
29051,https://www.airbnb.com/rooms/29051,Comfortable single room,https://a0.muscache.com/pictures/162009/bd6be2f8_original.jpg,Edwin,2010-05-13,t,t,Centrum-Oost,52.36584,4.89111,Private room in rental unit,Private room,1,$55.00,2,602,4.79,4.88,4.85,4.91,4.91,4.88,4.77
44391,https://www.airbnb.com/rooms/44391,Quiet 2-bedroom Amsterdam city centre apartment,https://a0.muscache.com/pictures/97741545/39000c13_original.jpg,Jan,2010-08-08,f,t,Centrum-Oost,52.37168,4.91471,Entire rental unit,Entire home/apt,4,$240.00,3,44,4.72,4.68,4.45,4.95,4.9,4.68,4.5
49552,https://www.airbnb.com/rooms/49552,Multatuli Luxury Guest Suite in top location,https://a0.muscache.com/pictures/a6d6d2ee-3196-4e3b-b0ec-d26b71d598ec.jpg,Joanna & MP,2010-09-06,t,t,Centrum-West,52.38028,4.89089,Entire guest suite,Entire home/apt,3,$260.00,3,451,4.92,4.92,4.91,4.95,4.97,4.98,4.78
50523,https://www.airbnb.com/rooms/50523,B & B de 9 Straatjes (city center),https://a0.muscache.com/pictures/290179/a6be901e_original.jpg,Raymond,2010-09-12,t,t,Centrum-West,52.36811,4.88262,Private room in bed and breakfast,Private room,2,$127.00,2,363,4.87,4.9,4.88,4.87,4.85,4.94,4.83
55868,https://www.airbnb.com/rooms/55868,Apartment near Museumplein (centre),https://a0.muscache.com/pictures/411347/2c516428_original.jpg,Cornelie,2010-10-17,f,t,Zuid,52.35597,4.88512,Entire rental unit,Entire home/apt,4,$149.00,3,95,4.86,4.91,4.86,4.95,4.98,4.95,4.8
62015,https://www.airbnb.com/rooms/62015,"Charming, beautifully & sunny place",https://a0.muscache.com/pictures/e6cb417b-6d76-46eb-9f08-bbf62468318e.jpg,Jessica,2010-11-27,f,t,Oud-Oost,52.36431,4.93122,Entire rental unit,Entire home/apt,2,$120.00,2,36,4.91,4.94,4.88,5.0,4.94,4.68,4.59
80635,https://www.airbnb.com/rooms/80635,TOP LOCATED Canalhouse B&B Jordaan,https://a0.muscache.com/pictures/2da32e98-8c3a-473e-99e0-0d98bf2319f9.jpg,Riks,2011-03-11,t,t,Centrum-West,52.37828,4.8944,Private room in home,Private room,1,$113.00,3,238,4.77,4.74,4.82,4.85,4.79,4.95,4.58
82482,https://www.airbnb.com/rooms/82482,The Backroom - Central private appt,https://a0.muscache.com/pictures/cf36d052-ba6b-4bc0-8b86-e69feab1a2df.jpg,Shawna,2010-07-31,t,t,Centrum-West,52.36968,4.88122,Entire guesthouse,Entire home/apt,4,$119.00,2,958,4.5,4.58,4.3,4.77,4.72,4.92,4.44
91535,https://www.airbnb.com/rooms/91535,"Privat room and shared Houseboat ""Ramona"" centre",https://a0.muscache.com/pictures/29366e0f-ec53-4330-9538-b6cb2e0c09b9.jpg,Michiel,2011-04-08,t,t,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room in boat,Private room,2,$170.00,1,106,4.77,4.87,4.65,4.84,4.85,4.91,4.68
97221,https://www.airbnb.com/rooms/97221,Beautiful and spacious room,https://a0.muscache.com/pictures/23266196/4d203a28_original.jpg,Gianni,2010-08-09,f,t,Slotervaart,52.34801,4.83639,Private room in bed and breakfast,Private room,2,$61.00,2,256,4.59,4.67,4.88,4.73,4.75,4.33,4.47
137026,https://www.airbnb.com/rooms/137026,Entire house with garden in De Pijp,https://a0.muscache.com/pictures/5378402/b64df17a_original.jpg,Ton & Fede,2011-06-06,f,t,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire townhouse,Entire home/apt,4,$265.00,2,101,4.76,4.79,4.71,4.96,4.87,4.83,4.63
155548,https://www.airbnb.com/rooms/155548,Apartment 2 minutes from Centrum!,https://a0.muscache.com/pictures/1044450/d99b2dda_original.jpg,Maria,2011-06-27,f,f,Oud-Oost,52.3642,4.92829,Entire rental unit,Entire home/apt,3,$200.00,3,21,4.76,4.76,4.81,4.81,4.86,4.33,4.52
162467,https://www.airbnb.com/rooms/162467,Modern app. with brand new design bathroom,https://a0.muscache.com/pictures/44305545/45b328e9_original.jpg,Nicole,2011-07-04,f,t,De Baarsjes - Oud-West,52.3627,4.85693,Entire rental unit,Entire home/apt,2,$145.00,3,63,4.76,4.82,4.66,4.9,4.92,4.69,4.53
168769,https://www.airbnb.com/rooms/168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",https://a0.muscache.com/pictures/de0447a3-4e56-4a5d-8d85-c2471e0907da.jpg,Riks,2011-03-11,t,t,Centrum-West,52.37956,4.89359,Room in boutique hotel,Private room,1,$111.00,3,277,4.59,4.66,4.77,4.77,4.7,4.96,4.39
169356,https://www.airbnb.com/rooms/169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",https://a0.muscache.com/pictures/5824754/4b03494a_original.jpg,Niccolo,2011-07-11,f,t,Centrum-West,52.38104,4.88306,Entire condo,Entire home/apt,2,$195.00,8,26,5.0,5.0,5.0,5.0,5.0,4.96,4.96
171054,https://www.airbnb.com/rooms/171054,Spacious apartment next to center,https://a0.muscache.com/pictures/a250ad44-1310-47de-ac36-cfbd3f65f148.jpg,Kamiel,2011-07-13,f,f,De Baarsjes - Oud-West,52.36768,4.86646,Entire rental unit,Entire home/apt,3,$120.00,3,103,4.75,4.82,4.77,4.96,4.97,4.73,4.75
179528,https://www.airbnb.com/rooms/179528,Authentic Amsterdam apartment RAI,https://a0.muscache.com/pictures/miso/Hosting-179528/original/981cfdae-b4a5-4a24-b943-da83bae45fbd.jpeg,Pierre,2011-07-23,t,t,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire rental unit,Entire home/apt,3,$380.00,21,32,4.55,4.76,4.38,4.83,4.9,4.66,4.43
188347,https://www.airbnb.com/rooms/188347,Clean & Cozy room in The Baarsjes,https://a0.muscache.com/pictures/5949534/b47bebeb_original.jpg,Yahav,2011-08-02,t,t,De Baarsjes - Oud-West,52.3683,4.85446,Private room in rental unit,Private room,2,$60.00,1,384,4.65,4.7,4.81,4.84,4.87,4.49,4.51
189754,https://www.airbnb.com/rooms/189754,Metropolitan B&B centre Amsterdam,https://a0.muscache.com/pictures/1216494/05b79410_original.jpg,Marijn,2011-08-03,t,t,Centrum-West,52.37548,4.89398,Entire loft,Entire home/apt,4,$220.00,2,272,4.79,4.87,4.82,4.94,4.96,4.94,4.66
213371,https://www.airbnb.com/rooms/213371,Spacious apartment in De Pijp (note: with cat)!,https://a0.muscache.com/pictures/2beb58b4-03c5-4a54-9ed2-cd250ed5cfd5.jpg,Hendrik,2011-09-02,f,t,De Pijp - Rivierenbuurt,52.3515,4.89656,Entire rental unit,Entire home/apt,4,$200.00,14,22,4.86,4.85,4.24,4.95,5.0,4.86,4.62
214531,https://www.airbnb.com/rooms/214531,LUXURIOUS GUESTHOUSE in CITY CENTER,https://a0.muscache.com/pictures/de8639df-d73c-4d34-9c4c-3243b9d6042a.jpg,Henry,2011-09-04,f,f,Centrum-West,52.37169,4.89446,Private room in rental unit,Private room,3,$115.00,3,175,4.82,4.87,4.77,4.88,4.84,4.89,4.74
219276,https://www.airbnb.com/rooms/219276,Suite in Canalhouse in the heart of the center,https://a0.muscache.com/pictures/3214204/d20e4da5_original.jpg,Amsterdam Boutique Apartments,2011-09-09,f,f,Centrum-West,52.36883,4.88749,Private room in guest suite,Private room,2,$300.00,2,17,4.88,5.0,4.88,5.0,5.0,5.0,4.56
222516,https://www.airbnb.com/rooms/222516,Cosy apartment in A'dam West. Tasteful & quiet.,https://a0.muscache.com/pictures/miso/Hosting-222516/original/9b5f52cb-b69e-46a5-ae3f-6464e24fc348.jpeg,Alex,2011-09-14,f,t,De Baarsjes - Oud-West,52.36271,4.85875,Entire rental unit,Entire home/apt,2,$119.00,3,139,4.71,4.82,4.77,4.87,4.88,4.54,4.54
245927,https://www.airbnb.com/rooms/245927,Sonnenberg - Canal side & view - Private & Central,https://a0.muscache.com/pictures/5a410698-dd67-4943-8994-6d76919f7950.jpg,Wytse,2011-08-22,t,t,Centrum-West,52.36815,4.88604,Entire guest suite,Entire home/apt,4,$439.00,2,161,4.84,4.91,4.89,4.86,4.88,4.97,4.61
247805,https://www.airbnb.com/rooms/247805,"Bellavista, central,with canal view",https://a0.muscache.com/pictures/0fe2ec6c-45c3-4ff0-a95c-ca308cc56467.jpg,Carolien,2011-10-16,t,t,De Baarsjes - Oud-West,52.36707,4.87348,Private room in rental unit,Private room,2,$132.00,2,383,4.87,4.93,4.89,4.94,4.95,4.86,4.75
252080,https://www.airbnb.com/rooms/252080,Amazing apartment historical centre,https://a0.muscache.com/pictures/01593c71-d58d-41e9-a2a0-ff99d607ef95.jpg,Evan,2011-10-22,f,t,Centrum-Oost,52.36936,4.90963,Entire home,Entire home/apt,4,$350.00,4,14,4.92,4.92,4.92,4.85,5.0,4.92,4.77
254800,https://www.airbnb.com/rooms/254800,Amazing apartment in city center,https://a0.muscache.com/pictures/6f2f04a4-b6c1-4c86-80c3-4558463c59c7.jpg,Diederik,2011-10-26,t,t,Centrum-West,52.37122,4.88211,Entire rental unit,Entire home/apt,2,$475.00,2,63,4.94,4.94,4.87,4.98,4.94,5.0,4.67
255809,https://www.airbnb.com/rooms/255809,stylish apartment free car parking and 2 bikes,https://a0.muscache.com/pictures/2dec027c-e715-4535-82dd-9b918d33bc5a.jpg,Flo&André,2011-10-28,t,t,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room in loft,Private room,4,$164.00,2,149,4.87,4.89,4.94,4.9,4.89,4.78,4.69
262394,https://www.airbnb.com/rooms/262394,Charming Studio with Roof Terrace,https://a0.muscache.com/pictures/7905705/5b98551c_original.jpg,Martin,2011-11-06,f,t,Zuid,52.35695,4.85234,Private room in rental unit,Private room,2,$88.00,3,113,4.83,4.83,4.86,4.98,4.95,4.69,4.66
274688,https://www.airbnb.com/rooms/274688,Cozy sleeping in popular Amsterdam West,https://a0.muscache.com/pictures/miso/Hosting-274688/original/75375748-a9fb-4360-85ae-0524e65fc6cd.jpeg,Marij,2011-11-23,f,t,Bos en Lommer,52.37977,4.85574,Entire condo,Entire home/apt,2,$146.00,3,43,4.85,4.86,4.88,4.95,4.86,4.49,4.72
274706,https://www.airbnb.com/rooms/274706,Beautiful central & quiet apartment,https://a0.muscache.com/pictures/miso/Hosting-274706/original/98f2ed45-4819-45b0-a88b-65a3532c92e8.jpeg,Veronica,2011-11-23,f,t,Centrum-West,52.36563,4.88454,Entire rental unit,Entire home/apt,4,$300.00,3,40,4.95,4.87,4.83,4.88,4.93,4.93,4.73
283170,https://www.airbnb.com/rooms/283170,5-bedrooms house; central location,https://a0.muscache.com/pictures/4930015/6940b6e7_original.jpg,Marco,2011-11-28,f,t,Zuid,52.35435,4.87316,Entire rental unit,Entire home/apt,12,$986.00,2,117,4.51,4.54,4.55,4.71,4.84,4.72,4.1
286500,https://www.airbnb.com/rooms/286500,"Centre, canal view with private bathroom",https://a0.muscache.com/pictures/72f108a9-9a92-433e-bd48-80e4bee0b76e.jpg,David,2011-12-10,t,t,Centrum-West,52.37561,4.9,Private room in rental unit,Private room,2,$143.00,3,340,4.9,4.96,4.92,4.93,4.91,4.92,4.8
290701,https://www.airbnb.com/rooms/290701,"Central, big window, rear room with private bath.",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-290701-unapproved/original/7a57c94f-d281-46c1-bbfd-733bfb49ce9a.JPEG,David,2011-12-10,t,t,Centrum-West,52.37561,4.9,Private room in home,Private room,2,$146.00,3,399,4.86,4.93,4.91,4.93,4.9,4.92,4.76
291752,https://www.airbnb.com/rooms/291752,Cozy & large bohemian style room,https://a0.muscache.com/pictures/250e82ad-b80b-4a2f-b84e-c7616ef7713e.jpg,Ton,2011-12-16,t,t,Oud-Oost,52.35179,4.91082,Private room in rental unit,Private room,2,$125.00,3,227,4.87,4.93,4.84,4.93,4.92,4.76,4.72
304082,https://www.airbnb.com/rooms/304082,Quiet studio in the heart of town with Garden!,https://a0.muscache.com/pictures/a85c2467-eec4-4c58-9969-79d480309ac5.jpg,Mirre,2010-11-01,t,t,Centrum-West,52.37239,4.89657,Private room in bed and breakfast,Private room,2,$139.00,2,209,4.77,4.77,4.67,4.88,4.83,4.9,4.6
304143,https://www.airbnb.com/rooms/304143,Unique Beautiful Houseboat (ship) in Center,https://a0.muscache.com/pictures/3201940/ec9c556d_original.jpg,Dick,2012-01-04,f,t,Oud-Oost,52.3623,4.92028,Boat,Entire home/apt,2,$88.00,3,52,4.55,4.85,4.06,4.91,4.86,4.85,4.44
306852,https://www.airbnb.com/rooms/306852,"SunShine, A Sunny Amsterdam Center Special",https://a0.muscache.com/pictures/3240023/0081ba15_original.jpg,Gisèle And Simon,2011-09-11,f,t,Centrum-Oost,52.35931,4.89844,Entire rental unit,Entire home/apt,4,$200.00,4,31,4.61,4.68,4.61,4.84,4.87,4.9,4.65
307497,https://www.airbnb.com/rooms/307497,Historical sailing ship Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-307497/original/22228234-e9e2-49c6-b346-ff5218f5901f.jpeg,Dion,2018-03-06,f,t,Westerpark,52.39185,4.8869,Boat,Entire home/apt,16,"$1,002.00",2,105,4.87,4.81,4.71,4.85,4.88,4.58,4.48
307621,https://www.airbnb.com/rooms/307621,"SunBird, Sunny Apt in Quiet Street",https://a0.muscache.com/pictures/3276065/800adaba_original.jpg,Gisèle And Simon,2011-09-11,f,t,Centrum-Oost,52.35871,4.89616,Entire rental unit,Entire home/apt,2,$125.00,3,2,4.5,5.0,5.0,5.0,5.0,5.0,5.0
308028,https://www.airbnb.com/rooms/308028,"SunFlower, A Sunny B&B + 2 Bicycles",https://a0.muscache.com/pictures/3275572/eb83400a_original.jpg,Gisèle And Simon,2011-09-11,f,t,Centrum-Oost,52.35972,4.8975,Private room in rental unit,Private room,2,$95.00,3,35,4.77,4.71,4.71,4.94,4.91,4.91,4.69
311124,https://www.airbnb.com/rooms/311124,*historic centre* *bright* *canal view* *jordaan*,https://a0.muscache.com/pictures/5208672/5bb6091f_original.jpg,Anke & Robert,2012-01-12,f,f,Centrum-West,52.37104,4.87713,Entire rental unit,Entire home/apt,2,$350.00,5,86,4.76,4.72,4.79,4.9,4.92,4.93,4.59
327285,https://www.airbnb.com/rooms/327285,beautiful designed ap.+bikes+garden,https://a0.muscache.com/pictures/4283713/63eaa97f_original.jpg,Ester,2012-01-30,f,t,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room in home,Private room,4,$221.00,2,542,4.94,4.91,4.91,4.98,4.99,4.91,4.84
331946,https://www.airbnb.com/rooms/331946,Lovely FAMILY house near Vondelpark,https://a0.muscache.com/pictures/b73c16af-4e31-4b61-a948-4a68cdfe3501.jpg,Sebastiaan,2012-02-02,f,t,De Baarsjes - Oud-West,52.3606,4.85739,Entire loft,Entire home/apt,4,$220.00,2,27,4.88,4.88,4.64,4.92,4.88,4.79,4.75
343094,https://www.airbnb.com/rooms/343094,Amstel Nest - an urban retreat for two,https://a0.muscache.com/pictures/4703255/285aabad_original.jpg,Rob & Fang,2012-02-12,t,t,Oud-Oost,52.35715,4.90926,Private room in townhouse,Private room,2,$95.00,3,445,4.89,4.88,4.88,4.97,4.98,4.88,4.75
350271,https://www.airbnb.com/rooms/350271,Luxe boat AMSTERDAM IJBURG!!!,https://a0.muscache.com/pictures/63320748/1c472b04_original.jpg,Agustina,2012-02-19,f,t,IJburg - Zeeburgereiland,52.36129,4.98845,Boat,Entire home/apt,4,$395.00,7,4,4.33,5.0,4.67,5.0,5.0,5.0,4.33
357980,https://www.airbnb.com/rooms/357980,★ STYLISH FAMILY HOME - CITY CENTER,https://a0.muscache.com/pictures/117cfebe-cb7a-432c-bfcb-37fc5b7bfb02.jpg,Marre,2012-02-26,t,t,De Baarsjes - Oud-West,52.36348,4.87648,Entire townhouse,Entire home/apt,4,$245.00,2,119,4.87,4.9,4.83,4.93,4.97,4.95,4.75
366438,https://www.airbnb.com/rooms/366438,Amsterdam@ city centre & canal view,https://a0.muscache.com/pictures/7cc382a6-37ee-446a-a16f-769dce0498fd.jpg,Nicolet,2012-03-03,t,t,Centrum-Oost,52.36738,4.89671,Private room in loft,Private room,2,$155.00,2,459,4.74,4.82,4.74,4.84,4.88,4.92,4.64
367107,https://www.airbnb.com/rooms/367107,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",https://a0.muscache.com/pictures/fea384a1-134b-4d53-8129-e306fc15dbfb.jpg,Marijn,2012-03-04,f,t,Centrum-Oost,52.36263,4.90216,Entire condo,Entire home/apt,2,$182.00,5,15,5.0,4.93,4.87,4.93,5.0,5.0,4.73
367491,https://www.airbnb.com/rooms/367491,"Charming,  bright and quiet home center Amsterdam",https://a0.muscache.com/pictures/ef2d713d-c448-4e11-ae04-9c11cc3b088e.jpg,Maarten,2012-03-04,t,t,De Baarsjes - Oud-West,52.364,4.87814,Entire rental unit,Entire home/apt,2,$169.00,5,75,4.9,4.89,4.76,4.94,4.96,4.92,4.72
379885,https://www.airbnb.com/rooms/379885,Private Studio Houseboat *BEST VIEW* @Amstel,https://a0.muscache.com/pictures/e66b13a8-57b5-45ea-a006-fdf4caddbfa8.jpg,Masha,2012-03-12,f,t,De Pijp - Rivierenbuurt,52.35465,4.9061,Private room in houseboat,Private room,2,$232.00,3,90,4.69,4.67,4.53,4.75,4.61,4.85,4.47
402353,https://www.airbnb.com/rooms/402353,Comfortable design apartment with roof terrace,https://a0.muscache.com/pictures/6611343/57afccf2_original.jpg,Lidy,2012-03-26,t,t,Watergraafsmeer,52.35338,4.93407,Private room in loft,Private room,2,$138.00,2,246,4.85,4.83,4.94,4.92,4.91,4.74,4.72
414865,https://www.airbnb.com/rooms/414865,"Charming house, perfect for two!",https://a0.muscache.com/pictures/miso/Hosting-414865/original/7aa9430d-36f9-464a-a905-867ecdefaf5a.jpeg,Miranda,2012-04-03,f,t,Zuid,52.35043,4.84676,Entire rental unit,Entire home/apt,2,$110.00,4,8,4.88,4.88,4.63,4.88,5.0,4.75,4.75
415619,https://www.airbnb.com/rooms/415619,Sunny Amsterdam East Harbor View,https://a0.muscache.com/pictures/5123687/f30d1f05_original.jpg,Stephan,2011-10-26,f,t,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire rental unit,Entire home/apt,3,$145.00,2,77,4.87,4.92,4.78,4.99,4.97,4.8,4.74
432233,https://www.airbnb.com/rooms/432233,Beautiful apartment @ true center,https://a0.muscache.com/pictures/27900848/b8ee2813_original.jpg,Feiko,2012-04-15,f,t,Centrum-Oost,52.3609619140625,4.88822603225708,Entire rental unit,Entire home/apt,2,$250.00,5,27,4.8,4.62,4.65,4.73,4.88,4.88,4.62
438089,https://www.airbnb.com/rooms/438089,STUDIO FOR 2 VONDELPARK AMSTERDAM,https://a0.muscache.com/pictures/5248251/74084fbd_original.jpg,Har,2012-04-03,t,t,De Baarsjes - Oud-West,52.36116,4.86608,Private room in bed and breakfast,Private room,2,$116.00,4,228,4.79,4.79,4.53,4.9,4.77,4.88,4.72
440992,https://www.airbnb.com/rooms/440992,Charming houseboat near Olympic St.,https://a0.muscache.com/pictures/miso/Hosting-440992/original/cd48c09b-4125-429e-87cc-474bca8282d0.jpeg,Jan,2012-04-21,t,t,Zuid,52.341621,4.849049,Boat,Entire home/apt,4,$200.00,3,120,4.88,4.87,4.84,4.92,4.89,4.65,4.7
441424,https://www.airbnb.com/rooms/441424,Family house in centre of Amsterdam,https://a0.muscache.com/pictures/90da43e4-78ca-4635-8025-b814a7a15053.jpg,Marco,2012-04-22,f,t,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home,Entire home/apt,4,$150.00,3,39,4.61,4.68,4.43,4.81,4.84,4.7,4.54
445660,https://www.airbnb.com/rooms/445660,cosy room with private entrance,https://a0.muscache.com/pictures/5177905/13c37178_original.jpg,Heleen,2012-04-23,t,t,De Baarsjes - Oud-West,52.37001,4.85646,Private room in guest suite,Private room,3,$80.00,2,467,4.79,4.86,4.88,4.94,4.92,4.71,4.66
446999,https://www.airbnb.com/rooms/446999,Guestroom VONDELPARK AMSTERDAM,https://a0.muscache.com/pictures/5370055/3a29ac60_original.jpg,Har,2012-04-03,t,t,De Baarsjes - Oud-West,52.35927,4.86529,Private room in bed and breakfast,Private room,2,$96.00,4,347,4.75,4.82,4.64,4.91,4.83,4.82,4.72
450767,https://www.airbnb.com/rooms/450767,Houseboat 'Saturnus' Amsterdam,https://a0.muscache.com/pictures/18392236/c4a2811b_original.jpg,Richard En Birgit,2012-04-27,t,t,Centrum-Oost,52.37006,4.90081,Boat,Entire home/apt,4,$275.00,3,141,4.7,4.75,4.73,4.71,4.66,4.96,4.42
462341,https://www.airbnb.com/rooms/462341,Central 17th Century Unique House,https://a0.muscache.com/pictures/f2996099-63a3-4982-ab90-dba8c4c4d0d8.jpg,Milen & Joes,2012-05-05,f,t,Centrum-West,52.3739,4.89263,Entire home,Entire home/apt,2,$228.00,4,38,4.97,5.0,5.0,4.95,5.0,4.97,4.89
481664,https://www.airbnb.com/rooms/481664,Live the life of A'dam on water!,https://a0.muscache.com/pictures/28160229/14e1d041_original.jpg,Eltjo,2011-11-07,f,t,Westerpark,52.39134,4.89067,Private room in guest suite,Private room,2,$105.00,2,506,4.67,4.78,4.58,4.84,4.76,4.7,4.42
483779,https://www.airbnb.com/rooms/483779,Spacious studio apartment in A'dam,https://a0.muscache.com/pictures/134fcae1-dbff-4a10-ade6-e7bf22fd5466.jpg,Alex,2012-05-17,f,f,Slotervaart,52.3509,4.83293,Private room in rental unit,Private room,2,$100.00,2,37,4.88,4.85,4.88,4.94,4.97,4.38,4.82
494433,https://www.airbnb.com/rooms/494433,Clean & Cozy Apartment in The Baarsjes!,https://a0.muscache.com/pictures/miso/Hosting-494433/original/19379d6f-d9b2-44da-8953-fe28b2c08eea.png,Yahav,2011-08-02,t,t,De Baarsjes - Oud-West,52.36812,4.85422,Entire rental unit,Entire home/apt,4,$160.00,1,31,4.83,4.77,4.81,4.81,4.97,4.68,4.58
495862,https://www.airbnb.com/rooms/495862,2 floor garden facing Vondelpark,https://a0.muscache.com/pictures/481eb7f6-ca44-4ea1-8034-7bc764b61a55.jpg,Eddy,2012-05-23,f,f,De Baarsjes - Oud-West,52.36168,4.8732,Entire rental unit,Entire home/apt,4,$600.00,3,16,4.93,4.94,4.69,4.88,5.0,4.94,4.69
503629,https://www.airbnb.com/rooms/503629,"Quiet & spacious apt, near Museums & Concertgebouw",https://a0.muscache.com/pictures/8295982/c8af8393_original.jpg,Alban,2012-05-28,f,t,Zuid,52.3543,4.87701,Entire rental unit,Entire home/apt,5,$120.00,5,11,4.82,5.0,4.73,5.0,5.0,4.73,4.82
515088,https://www.airbnb.com/rooms/515088,Familyfriendly Suite incl breakfast,https://a0.muscache.com/pictures/6185726/74520f34_original.jpg,Hansje,2012-06-03,f,f,Noord-Oost,52.39675,4.99603,Private room in rental unit,Private room,4,$120.00,2,2,5.0,5.0,5.0,5.0,5.0,4.0,4.0
515749,https://www.airbnb.com/rooms/515749,Warm and cosy houseboat,https://a0.muscache.com/pictures/6195632/b350f1f8_original.jpg,Derk,2012-06-04,t,t,Centrum-Oost,52.35902,4.89606,Private room in boat,Private room,4,$165.00,3,213,4.86,4.84,4.73,4.95,4.95,4.92,4.78
515921,https://www.airbnb.com/rooms/515921,Apartment near centre with amazing view over city,https://a0.muscache.com/pictures/3be3a7e4-6217-4d4f-9a6e-472d0db3e0de.jpg,Anne-Marie,2012-06-04,f,t,Zuid,52.35022,4.8525,Entire rental unit,Entire home/apt,4,$159.00,3,87,4.28,4.44,3.96,4.67,4.48,4.57,4.08
517996,https://www.airbnb.com/rooms/517996,Bright Canal house with amazing view! @the Jordaan,https://a0.muscache.com/pictures/6958312/a7492b6e_original.jpg,Aemilia,2012-06-05,f,t,Centrum-West,52.37827,4.88568,Entire rental unit,Entire home/apt,2,$320.00,3,24,4.87,4.91,4.78,4.87,4.87,4.87,4.65
522471,https://www.airbnb.com/rooms/522471,Beautiful 2-storey appartment+roof terrace (135 m),https://a0.muscache.com/pictures/14fd122d-1522-4a44-9650-2fd2199aed2a.jpg,Harriet,2012-06-07,f,t,Bos en Lommer,52.3774,4.851,Entire rental unit,Entire home/apt,4,$190.00,8,25,4.96,4.88,4.92,5.0,5.0,4.6,4.96
1120077,https://www.airbnb.com/rooms/1120077,Beautiful apartment in Amsterdam!,https://a0.muscache.com/pictures/miso/Hosting-1120077/original/3429da8e-7395-4497-a2fc-591ed4ce0af4.jpeg,Eveline,2013-04-27,f,t,Bos en Lommer,52.37784,4.86178,Entire rental unit,Entire home/apt,2,$287.00,2,18,4.89,5.0,4.83,4.82,4.94,4.71,4.59
1132247,https://www.airbnb.com/rooms/1132247,XL luxurious houseboat on hot spot,https://a0.muscache.com/pictures/62400075/704c7aaf_original.jpg,Joost,2013-05-03,f,t,Westerpark,52.39054,4.88886,Boat,Entire home/apt,4,$500.00,3,28,4.82,4.63,4.56,4.89,4.89,4.74,4.56
1145140,https://www.airbnb.com/rooms/1145140,Charming one bedroom apartment in de Pijp | 2P,https://a0.muscache.com/pictures/973f1cb5-fb81-42c1-adad-c8c8f4dd0c57.jpg,Richard,2013-04-26,f,t,Zuid,52.3537,4.88632,Entire rental unit,Entire home/apt,2,$102.00,2,25,4.64,4.68,4.92,4.8,4.88,4.96,4.64
1145866,https://www.airbnb.com/rooms/1145866,Stylish Trendy Room Near Centre Whirlpool Parking,https://a0.muscache.com/pictures/2e7e44ac-54e3-4040-9a73-fd092fa58b44.jpg,Daniella,2013-04-28,t,t,Bos en Lommer,52.37802,4.84513,Private room in condo,Private room,2,$70.00,1,305,4.66,4.77,4.74,4.83,4.88,4.59,4.58
