id,listing_url,name,picture_url,host_name,host_since,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
12141525,https://www.airbnb.com/rooms/12141525,Shroom Room - FireJuice Amsterdam,https://a0.muscache.com/pictures/198c5fb5-5a95-4e63-93f5-7e332557d90c.jpg,Sonia,2012-08-22,t,t,Noord-West,52.4237,4.89228,Private room in home,Private room,2,$85.00,2,89,4.83,4.92,4.84,4.86,4.89,4.26,4.68
12142156,https://www.airbnb.com/rooms/12142156,Bright and cosy loft near Vondelpark,https://a0.muscache.com/pictures/miso/Hosting-12142156/original/f740beea-7919-46b9-8b71-4669b9be775e.png,Colin Jeffrey,2011-06-21,f,t,De Baarsjes - Oud-West,52.36695,4.86726,Entire rental unit,Entire home/apt,3,$243.00,1,8,5.0,5.0,4.88,5.0,5.0,5.0,4.63
12143783,https://www.airbnb.com/rooms/12143783,Perfect apartment near Jordaan area,https://a0.muscache.com/pictures/db7d58ec-92cf-4fb2-a3a8-c47782722571.jpg,Siebe,2015-08-07,f,t,Westerpark,52.38073,4.86817,Entire condo,Entire home/apt,2,$200.00,4,45,4.64,4.79,4.67,4.68,4.67,4.55,4.38
12145656,https://www.airbnb.com/rooms/12145656,Historical houseboat | city center,https://a0.muscache.com/pictures/miso/Hosting-12145656/original/03397f13-411e-4949-9caa-7fe58e197261.jpeg,Titus,2016-03-31,t,t,Centrum-Oost,52.37376,4.92702,Private room in houseboat,Private room,2,$75.00,2,167,4.89,4.9,4.92,4.93,4.92,4.71,4.67
12160646,https://www.airbnb.com/rooms/12160646,Cosy Apartment Amsterdam North,https://a0.muscache.com/pictures/miso/Hosting-12160646/original/069ad4df-caa5-4205-9f36-106150d34e5c.jpeg,Fenna,2015-07-14,f,t,Oud-Noord,52.38381,4.9146,Entire townhouse,Entire home/apt,2,$200.00,4,21,4.32,4.79,4.53,4.89,4.74,4.47,4.47
12164521,https://www.airbnb.com/rooms/12164521,Great Spot by Museum Square!,https://a0.muscache.com/pictures/b5ac1bd5-4536-4391-b351-9e1e55a24394.jpg,Erik,2016-04-01,f,f,Zuid,52.35004,4.85956,Entire rental unit,Entire home/apt,2,$175.00,3,26,4.84,4.8,4.92,4.8,4.88,4.92,4.8
12205686,https://www.airbnb.com/rooms/12205686,Apartment with huge roof terrace near Oosterpark!,https://a0.muscache.com/pictures/f6576b7d-0b4a-4b96-80bc-3867964889bc.jpg,Petra,2014-03-01,t,t,Oud-Oost,52.36199,4.92669,Entire rental unit,Entire home/apt,2,$93.00,2,72,4.86,4.85,4.94,4.87,4.86,4.65,4.58
12213244,https://www.airbnb.com/rooms/12213244,"Simple Living, Colourful Life",https://a0.muscache.com/pictures/e7e43154-eec2-4bc4-bc70-5e95c883bd26.jpg,Emily,2013-08-28,f,t,De Baarsjes - Oud-West,52.36814,4.86832,Entire rental unit,Entire home/apt,4,$210.00,3,48,4.96,4.98,4.96,4.98,5.0,4.88,4.75
12215990,https://www.airbnb.com/rooms/12215990,Cozy & light apartment suitable for remote work,https://a0.muscache.com/pictures/b0950ea7-76e1-404b-8922-b25b6aaf4cc1.jpg,Helena,2013-04-03,f,t,Zuid,52.35165,4.84904,Entire rental unit,Entire home/apt,2,$145.00,4,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0
12216213,https://www.airbnb.com/rooms/12216213,Captain's quarters in classic ship.,https://a0.muscache.com/pictures/miso/Hosting-12216213/original/ae2871f7-4398-483f-9692-c852450ec59c.jpeg,Barbara,2013-06-14,t,t,Centrum-West,52.38735,4.88993,Private room in boat,Private room,2,$101.00,3,285,4.9,4.88,4.82,4.93,4.91,4.94,4.74
12221842,https://www.airbnb.com/rooms/12221842,"Design appartement, near to RAI Station",https://a0.muscache.com/pictures/ef51f5fa-76ef-4d40-bc78-51c305b410d9.jpg,Mark,2015-08-12,f,t,De Pijp - Rivierenbuurt,52.34298,4.90093,Entire rental unit,Entire home/apt,2,$115.00,3,30,4.83,4.87,4.8,4.93,4.97,4.62,4.69
12227324,https://www.airbnb.com/rooms/12227324,Spacious & Bright Apartment,https://a0.muscache.com/pictures/b22ba2ce-78fa-482d-b4ab-772ccfcd10ba.jpg,Alissa,2014-07-23,f,t,De Pijp - Rivierenbuurt,52.34403,4.89232,Entire rental unit,Entire home/apt,2,$135.00,5,19,4.82,4.76,4.65,4.76,4.76,4.59,4.65
12251301,https://www.airbnb.com/rooms/12251301,Spacious apartment for 2.,https://a0.muscache.com/pictures/5f41d280-a771-4cba-9822-f8bd94b0673d.jpg,Jeroen,2016-02-16,f,t,Bos en Lommer,52.37599,4.86413,Entire rental unit,Entire home/apt,2,$110.00,4,50,4.9,4.9,4.96,4.92,4.92,4.58,4.7
12251311,https://www.airbnb.com/rooms/12251311,Amsterdam city center & nature at your fingertips,https://a0.muscache.com/pictures/6d4d2d46-58b1-4a1c-b688-002910c7c587.jpg,Manon,2010-11-10,f,t,Noord-Oost,52.40583,4.93275,Entire home,Entire home/apt,5,$200.00,7,50,4.86,4.96,4.96,4.9,4.92,4.44,4.75
12297515,https://www.airbnb.com/rooms/12297515,Cosy & authentic ap with garden,https://a0.muscache.com/pictures/45a16ccf-4f72-456b-9795-5011197a7e21.jpg,Elsje,2016-03-31,f,t,De Baarsjes - Oud-West,52.36513,4.85561,Entire rental unit,Entire home/apt,4,$128.00,2,18,4.5,4.5,4.59,4.39,4.89,4.78,4.59
12314549,https://www.airbnb.com/rooms/12314549,Beautiful apartment in the Jordaan,https://a0.muscache.com/pictures/d56fb835-bba0-4a69-98aa-d38bbda89713.jpg,Nicolien,2015-02-20,f,t,Centrum-West,52.38016,4.88577,Entire rental unit,Entire home/apt,3,$270.00,4,30,4.87,4.8,4.87,5.0,5.0,5.0,4.73
12319764,https://www.airbnb.com/rooms/12319764,Amazing house with garden with use of sauna,https://a0.muscache.com/pictures/9690be2f-43fb-4f20-8a57-b9efdba60e05.jpg,Frank,2016-03-22,f,t,Oud-Oost,52.35547,4.91729,Entire home,Entire home/apt,2,$236.00,2,55,4.95,4.89,4.94,4.94,4.94,4.89,4.68
12347938,https://www.airbnb.com/rooms/12347938,"2 Floor House, Great Neighbourhood",https://a0.muscache.com/pictures/19de5165-18ec-47db-bab9-b658ab7209ca.jpg,Jon,2012-03-18,f,t,Oud-Oost,52.35331,4.92009,Entire townhouse,Entire home/apt,6,$125.00,4,16,4.6,4.93,4.6,4.93,5.0,4.8,4.53
12373532,https://www.airbnb.com/rooms/12373532,Zoku Loft - Home/Office Hybrid - Long,https://a0.muscache.com/pictures/fecb1e0f-74bd-4bb4-a033-1414ca83205e.jpg,Zoku Amsterdam,2015-04-09,t,t,Centrum-Oost,52.36475,4.90731,Room in aparthotel,Entire home/apt,2,$169.00,28,0,,,,,,,
12384368,https://www.airbnb.com/rooms/12384368,Relaxed main-floor apartment with sunny garden,https://a0.muscache.com/pictures/dac84ec2-240c-44fd-beee-9ed3376a1e38.jpg,Merijn,2015-11-20,f,t,Westerpark,52.38835,4.8876,Entire rental unit,Entire home/apt,2,$235.00,4,14,4.79,4.79,4.79,4.93,5.0,4.86,4.64
12464607,https://www.airbnb.com/rooms/12464607,Central nice & cosy apartment icl. Christmastree,https://a0.muscache.com/pictures/fbef73ed-b501-4109-a9fb-3df7f97e55aa.jpg,Valesca,2013-12-09,f,t,De Baarsjes - Oud-West,52.36318,4.86531,Entire rental unit,Entire home/apt,2,$165.00,2,27,4.96,5.0,4.96,4.96,5.0,4.88,4.58
12479300,https://www.airbnb.com/rooms/12479300,Top-appartement,https://a0.muscache.com/pictures/miso/Hosting-12479300/original/2148ffe4-f61b-4cbc-aeda-6b0d6cad59fc.jpeg,James,2016-04-17,t,t,Bos en Lommer,52.38407,4.84093,Entire rental unit,Entire home/apt,4,$395.00,2,63,4.83,4.89,4.79,4.98,5.0,4.15,4.57
12482445,https://www.airbnb.com/rooms/12482445,Sunny spacious home filled with art,https://a0.muscache.com/pictures/miso/Hosting-12482445/original/cb7d6e1c-85e4-4cd4-9330-1fb84a4e89f0.jpeg,Lotte,2011-09-13,f,t,De Baarsjes - Oud-West,52.37017,4.86125,Entire rental unit,Entire home/apt,2,$105.00,12,11,5.0,5.0,5.0,5.0,5.0,4.9,5.0
12482590,https://www.airbnb.com/rooms/12482590,Family house with garden in centre,https://a0.muscache.com/pictures/952b4f93-65b6-4b57-a82f-053947772f1a.jpg,Wilfried,2013-04-01,f,t,De Baarsjes - Oud-West,52.36362,4.87453,Entire rental unit,Entire home/apt,4,$110.00,2,33,4.94,4.97,4.85,4.97,4.97,4.94,4.78
12499692,https://www.airbnb.com/rooms/12499692,Cosiness on Joy street *cat lovers*,https://a0.muscache.com/pictures/6c6278e0-da17-401b-8a3a-85960021edde.jpg,Selva,2016-04-18,f,f,Oud-Oost,52.35663,4.91654,Entire rental unit,Entire home/apt,2,$70.00,4,16,4.38,4.56,4.5,4.8,4.69,4.8,4.53
12507039,https://www.airbnb.com/rooms/12507039,Private basement studio in the Jordaan area,https://a0.muscache.com/pictures/dabca058-c3e0-4fde-9408-b7fe360d1521.jpg,Willem,2016-04-18,f,t,Centrum-West,52.38107,4.88629,Private room in loft,Private room,2,$125.00,3,126,4.56,4.72,4.74,4.8,4.77,4.91,4.33
12510553,https://www.airbnb.com/rooms/12510553,Maria Centre  Apartement in a quiet location,https://a0.muscache.com/pictures/4751f249-c924-4146-bb5e-0c1b8853f1b1.jpg,Lidwien,2013-09-08,f,f,Centrum-Oost,52.35819,4.89453,Private room in rental unit,Private room,2,$142.00,3,17,4.82,4.76,4.53,5.0,4.82,4.94,4.29
12514682,https://www.airbnb.com/rooms/12514682,New renovated spacious and light house city centre,https://a0.muscache.com/pictures/ef700bb5-a1f9-407c-90e3-8c762b3c336d.jpg,Anita,2016-04-18,f,t,Centrum-Oost,52.36504,4.90637,Entire rental unit,Entire home/apt,4,$195.00,2,30,4.89,4.89,4.82,4.96,4.96,4.86,4.68
12548328,https://www.airbnb.com/rooms/12548328,Knus appartement in de Rivierenbuurt,https://a0.muscache.com/pictures/fdc1a8e1-0cc2-4b08-9c97-342d6ce9b1d9.jpg,Marijn,2016-04-20,f,f,De Pijp - Rivierenbuurt,52.34426,4.89841,Entire rental unit,Entire home/apt,2,$225.00,21,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0
12550549,https://www.airbnb.com/rooms/12550549,"Private studio, luxurious bath | Centre & Canals",https://a0.muscache.com/pictures/2fd7a299-ecca-4eff-9181-d01f0d7e600b.jpg,Kate,2016-01-07,t,t,Centrum-West,52.36625,4.87893,Private room in guest suite,Private room,2,$132.00,3,245,4.58,4.7,4.7,4.44,4.72,4.91,4.41
12550957,https://www.airbnb.com/rooms/12550957,Eccentric 120m2 house in the Heart of the PIJP,https://a0.muscache.com/pictures/e83b7681-2813-4b24-9189-5ca281e69203.jpg,Marco,2015-07-19,f,t,De Pijp - Rivierenbuurt,52.35418,4.89798,Entire rental unit,Entire home/apt,4,$400.00,3,10,4.8,4.9,4.5,4.8,4.9,5.0,4.6
12553513,https://www.airbnb.com/rooms/12553513,Luxurious apartment in Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-12553513/original/42365625-26bd-4fee-8413-5878a8f665aa.jpeg,Sjoerd,2016-04-20,f,t,Oud-Oost,52.36544,4.92655,Entire rental unit,Entire home/apt,2,$249.00,6,21,4.7,4.75,4.3,4.75,4.75,4.8,4.6
12558327,https://www.airbnb.com/rooms/12558327,Entire condo in Amsterdam with garden & bathtub,https://a0.muscache.com/pictures/miso/Hosting-12558327/original/e2661992-22a7-448f-8be7-6bfcf316b835.jpeg,Jessica,2016-03-29,f,f,De Pijp - Rivierenbuurt,52.3423102,4.8995502,Entire condo,Entire home/apt,2,$160.00,4,3,4.67,4.67,4.33,4.67,5.0,4.67,4.67
12558413,https://www.airbnb.com/rooms/12558413,Lovely apartment Close to the Vondelpark | 2P,https://a0.muscache.com/pictures/d878be61-3c21-4418-9d87-768e6ef46c83.jpg,Tom,2015-06-13,f,t,Zuid,52.35339,4.84904,Entire rental unit,Entire home/apt,2,$125.00,3,38,4.78,4.86,4.73,4.78,4.95,4.83,4.64
12565315,https://www.airbnb.com/rooms/12565315,Economical stay on the Lake (20 min to the Center),https://a0.muscache.com/pictures/9bd6d078-bdec-4654-b0c2-37607b54a887.jpg,Vital,2015-12-16,f,t,Gaasperdam - Driemond,52.30801,4.98032,Private room in rental unit,Private room,2,$125.00,150,9,4.63,4.63,4.88,4.88,4.63,4.88,4.5
12596165,https://www.airbnb.com/rooms/12596165,Apartment near city centre,https://a0.muscache.com/pictures/1353c2e8-0e9b-498f-a4cb-2ef6eafa27b5.jpg,Rosa,2016-04-22,f,f,Watergraafsmeer,52.35537,4.9362,Entire loft,Entire home/apt,2,$139.00,2,32,4.78,4.88,4.81,5.0,5.0,4.66,4.63
12596322,https://www.airbnb.com/rooms/12596322,'THE MANSION' 17P Private Hotel,https://a0.muscache.com/pictures/25f93006-5ca6-4889-a391-15ae1abd1fef.jpg,Dries,2016-04-22,f,t,De Baarsjes - Oud-West,52.36357,4.87979,Entire home,Entire home/apt,16,$656.00,3,204,4.28,4.43,4.54,4.31,4.52,4.8,4.26
12597756,https://www.airbnb.com/rooms/12597756,Marnix Classic: Group Getaway! (3),https://a0.muscache.com/pictures/b5aace37-e2f6-49f9-a0fc-5395e0311bdb.jpg,Dries,2016-04-22,f,t,Centrum-West,52.36665,4.88049,Entire rental unit,Entire home/apt,7,$375.00,2,146,4.31,4.55,4.42,4.44,4.59,4.77,4.12
12598630,https://www.airbnb.com/rooms/12598630,Marnix Design: Downtown Dream (1),https://a0.muscache.com/pictures/feb796b0-78cf-45a6-8614-2e7594e25bb8.jpg,Dries,2016-04-22,f,t,Centrum-West,52.36727,4.88024,Entire rental unit,Entire home/apt,7,$460.00,2,225,4.44,4.62,4.5,4.45,4.53,4.78,4.14
12598924,https://www.airbnb.com/rooms/12598924,Marnix Modern: Supercentral,https://a0.muscache.com/pictures/3c1bd684-315e-435f-a324-0bd321b94a38.jpg,Dries,2016-04-22,f,t,Centrum-West,52.367,4.8792,Entire rental unit,Entire home/apt,7,$392.00,2,216,4.45,4.66,4.54,4.54,4.54,4.83,4.29
12599072,https://www.airbnb.com/rooms/12599072,Marnix Top: APT Leidsche,https://a0.muscache.com/pictures/df7bfc3a-e581-45b5-a99d-7e53cff8f601.jpg,Dries,2016-04-22,f,t,De Baarsjes - Oud-West,52.36564,4.87855,Entire rental unit,Entire home/apt,7,$370.00,3,200,4.33,4.42,4.44,4.39,4.49,4.77,4.22
12619145,https://www.airbnb.com/rooms/12619145,"Heerlijke buurt, naast fijn park!",https://a0.muscache.com/pictures/e3b25b34-c3a3-472f-a32e-eae8ae1943f8.jpg,Wouter,2014-04-09,f,t,Westerpark,52.38416,4.87143,Entire rental unit,Entire home/apt,2,$98.00,3,71,4.68,4.8,4.39,4.9,4.93,4.82,4.63
12637711,https://www.airbnb.com/rooms/12637711,Tiny house Amsterdam Noord  4 personen NDSM-TWISKE,https://a0.muscache.com/pictures/8c196066-a473-4229-bfc4-937a050c440c.jpg,Beppie,2016-04-24,t,f,Noord-West,52.41826,4.90073,Tiny home,Entire home/apt,4,$115.00,3,11,4.91,5.0,5.0,4.91,4.91,4.45,4.45
12640663,https://www.airbnb.com/rooms/12640663,Bright modern apartment w/balcony!,https://a0.muscache.com/pictures/273664f3-5ca4-4a0b-abec-365abc93bc90.jpg,Caroline,2014-09-29,f,t,Zuid,52.34952,4.86403,Entire rental unit,Entire home/apt,3,$157.00,5,25,4.87,4.96,4.96,4.91,4.91,4.78,4.7
12661281,https://www.airbnb.com/rooms/12661281,Spacious two-floor rooftop (2) family appartment,https://a0.muscache.com/pictures/8f43d77c-66f9-4599-ae92-181457228ec2.jpg,Derk,2014-08-07,f,t,De Baarsjes - Oud-West,52.36989,4.84952,Entire rental unit,Entire home/apt,4,$210.00,3,17,4.94,4.94,4.82,4.71,5.0,4.88,4.82
12674363,https://www.airbnb.com/rooms/12674363,"Luxe studio, private entree, 3 km/12 min. from CS",https://a0.muscache.com/pictures/164301b7-6133-4d75-97b8-22ac05417d51.jpg,Isa,2015-06-05,t,t,Noord-West,52.4006,4.91977,Private room in guesthouse,Private room,2,$70.00,1,145,4.8,4.83,4.74,4.94,4.97,4.46,4.7
12688355,https://www.airbnb.com/rooms/12688355,MODERN HOUSEBOAT IN CITY CENTER!,https://a0.muscache.com/pictures/prohost-api/Hosting-12688355/original/f1e12a31-7ac0-45c3-bb86-ab6cc865721f.jpeg,Wendy And Bram,2011-12-02,f,t,Centrum-Oost,52.36272,4.90861,Boat,Entire home/apt,2,$226.00,2,9,4.75,4.5,4.88,4.38,4.63,5.0,4.38
12725921,https://www.airbnb.com/rooms/12725921,Friendly house in a green area,https://a0.muscache.com/pictures/fda78e01-ef53-4fe2-b3e9-3ba8ba984e21.jpg,"Niels, Imke, Ravi & Manu",2013-01-31,f,t,Oud-Noord,52.39205,4.94383,Entire home,Entire home/apt,4,$195.00,2,17,4.56,4.75,4.31,4.75,4.88,4.69,4.5
12733599,https://www.airbnb.com/rooms/12733599,PARK SUITE private place in beautiful location,https://a0.muscache.com/pictures/43db5d57-f393-44e2-aae9-262a87813aa1.jpg,Stephanie & Sebastian,2011-11-30,f,t,Watergraafsmeer,52.34991,4.94026,Private room in home,Private room,2,$70.00,28,142,4.67,4.73,4.61,4.86,4.91,4.56,4.46
12743606,https://www.airbnb.com/rooms/12743606,Stylish & spacious apartment in the centre,https://a0.muscache.com/pictures/561e67e5-00ec-4fc9-8fba-48fa631516d8.jpg,Julia,2015-05-29,f,f,Centrum-Oost,52.36465,4.91104,Entire rental unit,Entire home/apt,2,$195.00,2,11,4.9,4.9,4.8,5.0,5.0,4.9,5.0
12761526,https://www.airbnb.com/rooms/12761526,Brand new hotel chique appartment!,https://a0.muscache.com/pictures/miso/Hosting-12761526/original/ec3ef4d3-2086-4b51-926c-3ec6b0c3730b.jpeg,Thomas,2016-04-28,f,t,Watergraafsmeer,52.35442,4.93148,Entire rental unit,Entire home/apt,3,$189.00,4,43,4.75,4.75,4.7,4.83,4.9,4.58,4.68
12771666,https://www.airbnb.com/rooms/12771666,Family appartment with big garden,https://a0.muscache.com/pictures/379d8227-27dc-4552-95c7-dd56a8206d32.jpg,Paul,2013-02-20,f,t,De Baarsjes - Oud-West,52.37053,4.86195,Entire rental unit,Entire home/apt,4,$130.00,3,4,5.0,5.0,4.75,5.0,4.75,4.75,4.75
12772984,https://www.airbnb.com/rooms/12772984,Quiet & spacious family home with view on Amstel!,https://a0.muscache.com/pictures/ba6fad1d-5812-4159-9095-2ba2482c3477.jpg,Thijs,2015-06-23,f,t,Watergraafsmeer,52.34219,4.91696,Entire loft,Entire home/apt,4,$250.00,4,24,4.92,4.96,4.92,5.0,5.0,4.92,4.71
12786067,https://www.airbnb.com/rooms/12786067,Your own apartment @ the center of Amsterdam,https://a0.muscache.com/pictures/b9d43a16-65f8-4148-800a-cfa55334e2d8.jpg,Inge,2016-04-30,t,t,Centrum-West,52.38124,4.88842,Entire rental unit,Entire home/apt,2,$140.00,3,51,4.96,4.94,4.92,4.98,4.98,4.96,4.72
12788194,https://www.airbnb.com/rooms/12788194,Beautiful apartment in de Pijp!,https://a0.muscache.com/pictures/d6e441e0-1cf8-4f2c-badf-40feab0edbff.jpg,Tim,2016-02-16,f,t,De Pijp - Rivierenbuurt,52.35481,4.88744,Entire rental unit,Entire home/apt,4,$180.00,2,20,4.85,4.95,4.8,4.85,4.95,4.95,4.75
12801514,https://www.airbnb.com/rooms/12801514,"Studio @30m from Vondelpark, in a quiet street.",https://a0.muscache.com/pictures/859cdb5e-16c1-4f2d-a94f-9633ccf32edf.jpg,Kenneth,2014-04-27,t,t,De Baarsjes - Oud-West,52.36116,4.87542,Entire guest suite,Entire home/apt,2,$101.00,2,336,4.88,4.89,4.93,4.98,4.98,4.95,4.65
12803920,https://www.airbnb.com/rooms/12803920,Amazing appartment with balcony,https://a0.muscache.com/pictures/3a4d069e-4a05-4a70-bd84-04bf7cf41a75.jpg,David,2015-03-16,f,f,De Baarsjes - Oud-West,52.3616,4.86119,Entire rental unit,Entire home/apt,4,$325.00,1,2,3.5,3.5,4.0,3.0,4.0,4.0,3.0
12806203,https://www.airbnb.com/rooms/12806203,Stylish apartment near city center,https://a0.muscache.com/pictures/1b8557f0-b55d-4f80-9cba-53a45b73703d.jpg,Ea,2015-01-11,f,t,Oud-Oost,52.35974,4.91483,Entire rental unit,Entire home/apt,2,$300.00,2,19,4.79,4.79,4.74,4.94,4.89,4.89,4.5
12808277,https://www.airbnb.com/rooms/12808277,Unique house with big sunny garden,https://a0.muscache.com/pictures/c8fcdcef-8357-49ac-a5b9-49c8eac6d937.jpg,Barbara En Arjan,2012-07-05,f,t,De Baarsjes - Oud-West,52.37094,4.86425,Entire townhouse,Entire home/apt,4,$400.00,3,14,4.93,5.0,4.86,4.93,5.0,4.71,4.71
12809324,https://www.airbnb.com/rooms/12809324,Spacious and light corner apartment,https://a0.muscache.com/pictures/e2470d0b-9e99-4e10-826b-c1d9abd92c17.jpg,Lilia,2014-07-20,f,f,De Baarsjes - Oud-West,52.36077,4.85359,Entire rental unit,Entire home/apt,2,$175.00,2,21,4.76,4.95,4.81,4.81,4.81,4.62,4.67
12839333,https://www.airbnb.com/rooms/12839333,"Idyllic, peaceful house + garden in trendy area!",https://a0.muscache.com/pictures/8f157367-b97d-4114-83db-68771f929188.jpg,Iva,2013-01-17,f,t,Noord-West,52.41339,4.89372,Entire home,Entire home/apt,4,$113.00,5,14,4.86,5.0,4.93,4.93,4.86,4.43,4.79
12840460,https://www.airbnb.com/rooms/12840460,"Romantic Canalside Apt, Museum Distr. Top location",https://a0.muscache.com/pictures/4329b2cb-a728-40a9-ad38-eb172b8deb6b.jpg,Ozlem,2012-06-04,f,t,Zuid,52.35351,4.88529,Entire rental unit,Entire home/apt,2,$92.00,3,76,4.96,4.96,5.0,5.0,5.0,4.88,4.79
12863352,https://www.airbnb.com/rooms/12863352,Stylish comfort w/view in ideal Jordaan location,https://a0.muscache.com/pictures/ed2153cf-665d-48f8-865d-b56f0ca6e510.jpg,Maxim,2015-06-30,f,t,Centrum-West,52.38254,4.88335,Entire condo,Entire home/apt,2,$313.00,3,29,4.79,4.93,4.97,4.93,4.9,4.86,4.46
12920724,https://www.airbnb.com/rooms/12920724,Cosy/modern apartment and garden,https://a0.muscache.com/pictures/aa9eeb91-5794-40c5-95b6-42220c897dbc.jpg,Marij,2014-12-29,f,t,Oostelijk Havengebied - Indische Buurt,52.36431,4.93571,Entire condo,Entire home/apt,2,$170.00,3,34,4.97,5.0,5.0,5.0,5.0,4.73,4.73
12927726,https://www.airbnb.com/rooms/12927726,60m² cosy and light apartment in Amsterdam West,https://a0.muscache.com/pictures/4b980c04-f294-42fd-94e6-3b3c02b17f6b.jpg,Johan,2016-05-08,f,t,De Baarsjes - Oud-West,52.36348,4.85591,Entire rental unit,Entire home/apt,3,$139.00,2,18,4.94,4.83,4.72,4.94,5.0,4.67,4.72
12940835,https://www.airbnb.com/rooms/12940835,Cosy light appartment @ lively eastside,https://a0.muscache.com/pictures/fa76ff04-7eef-4be7-8549-8ab49508839b.jpg,Maaike,2015-04-09,f,t,Oostelijk Havengebied - Indische Buurt,52.3652,4.93744,Entire rental unit,Entire home/apt,2,$79.00,5,8,4.75,4.75,4.5,4.86,4.86,5.0,4.71
12940893,https://www.airbnb.com/rooms/12940893,"Beautiful, cozy apartment next to the Vondelpark",https://a0.muscache.com/pictures/miso/Hosting-12940893/original/83b59d1b-0868-45cc-adb8-32e9d95bc09f.jpeg,Leonie,2016-05-03,f,t,De Baarsjes - Oud-West,52.3587,4.8601,Entire rental unit,Entire home/apt,2,$120.00,2,10,5.0,4.9,5.0,5.0,5.0,5.0,4.8
12949044,https://www.airbnb.com/rooms/12949044,Bright apartment in city centre,https://a0.muscache.com/pictures/c2689dab-d274-47fa-bb0c-b70ce7ceb51e.jpg,Juul,2016-05-09,f,f,Centrum-West,52.37824,4.88181,Entire rental unit,Entire home/apt,2,$255.00,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0
12949094,https://www.airbnb.com/rooms/12949094,Stylish and light apartment in Amsterdam,https://a0.muscache.com/pictures/4e0eae97-a210-4d83-819b-833c2ea1faf7.jpg,Monique,2012-06-24,f,t,Oud-Oost,52.35784,4.90919,Entire rental unit,Entire home/apt,2,$169.00,2,18,4.94,5.0,4.83,4.94,5.0,4.89,4.67
12970674,https://www.airbnb.com/rooms/12970674,"Ensuite bathroom, great location",https://a0.muscache.com/pictures/c317e8b2-b621-4ed5-af50-98be438b526b.jpg,Parag,2010-07-04,t,t,Centrum-Oost,52.36306,4.9083,Private room in rental unit,Private room,2,$90.00,3,248,4.94,4.95,4.98,4.98,4.98,4.89,4.81
12977165,https://www.airbnb.com/rooms/12977165,Modern & bright design appartement,https://a0.muscache.com/pictures/86a43ab1-ed0d-417b-b194-2753b8ab8ec5.jpg,Buket,2015-09-15,f,t,Bos en Lommer,52.37916,4.83898,Entire rental unit,Entire home/apt,2,$314.00,1,30,4.85,4.93,4.96,4.92,4.85,4.77,4.73
13001861,https://www.airbnb.com/rooms/13001861,Stylish green apartment near the beautiful Jordaan,https://a0.muscache.com/pictures/9528cbcc-1026-4ed7-b1b8-d6a786cd9f8a.jpg,Stefan,2014-08-05,f,t,Bos en Lommer,52.37732,4.86135,Entire rental unit,Entire home/apt,4,$200.00,3,58,4.91,4.89,4.91,4.96,4.98,4.73,4.7
13004307,https://www.airbnb.com/rooms/13004307,Private 100m2 apartment in green city centre,https://a0.muscache.com/pictures/cd22c30a-273a-45f7-af32-b10c45bd0fbf.jpg,Carmen,2015-03-31,f,t,Centrum-Oost,52.37422,4.9211,Entire condo,Entire home/apt,2,$175.00,5,9,4.89,4.89,5.0,5.0,5.0,4.89,4.89
13017363,https://www.airbnb.com/rooms/13017363,Great place near Westerpark/Jordaan,https://a0.muscache.com/pictures/miso/Hosting-13017363/original/e179ad8a-d4dc-4f4e-bcd1-6e833d0c6915.jpeg,Isabelle,2013-07-16,f,t,Westerpark,52.37824,4.87087,Entire rental unit,Entire home/apt,2,$250.00,2,19,4.89,5.0,4.89,4.95,5.0,4.58,4.74
13017542,https://www.airbnb.com/rooms/13017542,Spacious and quiet apartment near city center,https://a0.muscache.com/pictures/d01ed7d6-b3e5-4913-91da-149ab3c3bd9c.jpg,Degi,2016-01-09,t,t,De Baarsjes - Oud-West,52.37027,4.85532,Entire rental unit,Entire home/apt,4,$200.00,2,37,4.92,4.95,4.95,4.95,4.97,4.86,4.84
13034385,https://www.airbnb.com/rooms/13034385,Private room at the  KNSM island Amsterdam,https://a0.muscache.com/pictures/e1ce692e-a236-4ee9-a395-4c7f51b52dd6.jpg,Jan Willem,2015-10-05,f,t,Oostelijk Havengebied - Indische Buurt,52.37815,4.94705,Private room in rental unit,Private room,2,$82.00,2,134,4.78,4.88,4.73,4.96,4.94,4.61,4.7
13035842,https://www.airbnb.com/rooms/13035842,Nice room in quiet and green location,https://a0.muscache.com/pictures/0bbd8adf-048a-4761-9b4c-c7a174914bf5.jpg,Wenda,2016-05-15,f,f,Noord-West,52.40662,4.92246,Private room in bed and breakfast,Private room,2,$70.00,2,42,4.85,4.93,4.55,4.95,4.95,4.63,4.75
