address,id,lat,lng,location,name,subCategory,details,reviews
Metro Père Lachaise,90872,48.863311994672,2.3875656723976,Paris,Pauline's sofa,Public Art,http://tour-pedia.org/api/getPlaceDetails?id=90872,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90872
4 Rue De L'Ourcq,91038,48.887953359664,2.3843865775559,Paris,Point G,Public Art,http://tour-pedia.org/api/getPlaceDetails?id=91038,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91038
23 Rue Jean Maridor,91692,48.838710738155,2.2867155971236,Paris,L'Atelier De La Charpenterie,Public Art,http://tour-pedia.org/api/getPlaceDetails?id=91692,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91692
,91803,48.845996856689,2.4095561504364,Paris,nuit blanche,Public Art,http://tour-pedia.org/api/getPlaceDetails?id=91803,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91803
2 Route de la Ferme,83572,48.821473828751,2.4511098861694,Paris,Hippodrome de Vincennes,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=83572,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83572
57 Boulevard de Montmorency,85318,48.853053837128,2.2560596466064,Paris,Hippodrome d'Auteuil,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=85318,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85318
Route des Tribunes,86044,48.859435212355,2.2335934638977,Paris,Hippodrome de Longchamp,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=86044,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86044
Route de la Demi-lune,87994,48.82219283473,2.4402990242851,Paris,Parcours Sportif Patte D'Oie,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=87994,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87994
,88898,48.867004512475,2.271602972085,Paris,Course Epic,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=88898,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88898
,89503,48.83370921682,2.4450708878892,Paris,Circuit cycliste de Vincennes,Racetrack,http://tour-pedia.org/api/getPlaceDetails?id=89503,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89503
,91089,48.837566,2.449362,Paris,Acrobranche,Rock Climbing Spot,http://tour-pedia.org/api/getPlaceDetails?id=91089,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91089
102 bis Rue de Bagnolet,83417,48.859404097885,2.402865448296,Paris,La Flèche d'Or,Rock Club,http://tour-pedia.org/api/getPlaceDetails?id=83417,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83417
7 Rue Moret,83443,48.866690920479,2.3798274993896,Paris,L'International,Rock Club,http://tour-pedia.org/api/getPlaceDetails?id=83443,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83443
16 Rue de la Forge Royale,84776,48.851477,2.380415,Paris,Le Réservoir,Rock Club,http://tour-pedia.org/api/getPlaceDetails?id=84776,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84776
24 Rue Primo Levi,89518,48.830853870142,2.379355430603,Paris,Luna Rossa,Rock Club,http://tour-pedia.org/api/getPlaceDetails?id=89518,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89518
33 Avenue du Maine,84448,48.842138670827,2.3221492767334,Paris,Montparnasse 56,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=84448,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84448
Rue de Mouzaïa,84884,48.880496461845,2.3946185636436,Paris,La Mouzaïa,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=84884,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84884
133 Avenue des Champs-Élysées,85057,48.87249169698,2.2971523464659,Paris,Terrasse Publicis,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=85057,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85057
40 Boulevard Haussmann,85777,48.873389889459,2.3321007629786,Paris,Terrasse des Galeries Lafayette,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=85777,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85777
Avenue De Gravelle,88034,48.823086966409,2.4318359451391,Paris,Butte aux Canons,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=88034,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88034
Parc des Buttes Chaumont,88667,48.881039208999,2.38309329405,Paris,Belvedere des Buttes Chaumont,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=88667,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88667
Rue du Cardinal Dubois,89398,48.886031981383,2.3431241512299,Paris,Parvis du Sacré-Cœur,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=89398,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89398
