address,id,lat,lng,location,name,,,
,57691,51.606365493233,0.24948691318383,London,Maylands Golf and Country Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=57691,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57691
,57701,51.458365543606,-0.21284432458535,London,Carlton Drive,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=57701,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57701
,58080,51.620574511289,-0.36340713500977,London,Grimsdyke Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=58080,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58080
Kenton Road,58177,51.560273025263,-0.20102232139865,London,Harrow Hill Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=58177,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58177
"The Drive, Uxbridge",58180,51.570070380166,-0.46946544223964,London,Uxbridge golf club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=58180,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58180
,58617,51.629650475223,-0.11754677453266,London,Grovelands Golf,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=58617,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58617
,59449,51.465137804881,-0.24365912931661,London,Rohampton Club Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=59449,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=59449
,59761,51.531393527985,-0.316733,London,Perivale Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=59761,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=59761
,60005,51.451216720934,0.065272431553637,London,Eltham Warren Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=60005,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=60005
Woodland Rise,60609,51.548269905665,-0.3226912021637,London,Horsenden Hill Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=60609,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=60609
,60688,51.391201790127,-0.055894168197936,London,Dragon Quest,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=60688,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=60688
Sidcup Rd,60692,51.431392230934,0.076229318768573,London,Lost Island Encounter,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=60692,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=60692
Stockdove Way,61322,51.531507303934,-0.33650994300842,London,Perivale Park Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=61322,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=61322
Kelsey Park,61752,51.400557744437,-0.022058486938477,London,Kelsey Park Crazy Golf,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=61752,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=61752
,62171,51.412980043904,0.06744127722708,London,Camden Place Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=62171,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62171
,62207,51.406367351925,0.003243939840903,London,Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=62207,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62207
,63409,51.436425948619,-0.37233209341229,London,David Lloyd Hampton Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=63409,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63409
Huxley Close,64197,51.535601305676,-0.39099194454163,London,Northolt Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=64197,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64197
Mitcham,64268,51.393052676431,-0.15662372492775,London,Mitcham Common Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=64268,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64268
,64304,51.584510803223,-0.29752245545387,London,Sporting Goods,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=64304,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64304
Sewardstone Road,64538,51.646179,-0.011373,London,Valley Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=64538,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64538
,64579,51.426045198668,0.058536502648597,London,Ashton Court,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=64579,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64579
Mount Dr.,64978,51.451947700223,0.13112783432007,London,Bexleyheath Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=64978,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64978
Grove Park,66589,51.366697,-0.161254,London,Crazy Golf,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=66589,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66589
"175 Long Ln, Hillingdon",67266,51.391304578766,-0.055746014351914,London,Dragon Quest Adventure Golf,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=67266,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67266
,67438,51.524595168671,-0.29672581209483,London,Ealing Pitch And Putt,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=67438,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67438
,68056,51.498318497298,-0.29154729600119,London,Gunnersbury Park Pitch and Putt,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=68056,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=68056
,68064,51.438032606713,-0.17379863628958,London,Central Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=68064,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=68064
,69631,51.577496715511,-0.32952385735339,London,Harrow On The Hill Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=69631,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69631
Garden Road,69713,51.41783500221,0.025026079177296,London,Sundridge Park Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=69713,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69713
A20 Sidcup By-Pass,70007,51.431404004201,0.076990127563477,London,6060 Golf @ World of Golf - Sidcup,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=70007,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=70007
,70389,51.547219541522,-0.3087594598126,London,Sadbury Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=70389,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=70389
,70994,51.603682538453,-0.42957347719219,London,Northwood Golf,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=70994,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=70994
Clement close,71188,51.5406386,-0.2223647,London,Increasingly complicated indoor golf course :-),Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=71188,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71188
,72779,51.313620427808,-0.14098363435382,London,woodcote golf club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=72779,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=72779
,73410,51.639472,0.009108,London,15th Green Chingford,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=73410,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=73410
,75336,51.597426931488,-0.09066148993923,London,Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=75336,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75336
South View Road,75893,51.611700961443,-0.39919853210449,London,Pinner Hill Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=75893,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75893
,76603,51.40590103174,0.001594752269203,London,Shortlands Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=76603,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=76603
,77521,51.318409,-0.112831,London,Kingswood golf club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=77521,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=77521
,77833,51.508338503417,-0.44739200869118,London,Stockleypines,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=77833,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=77833
,78949,51.542288781003,-0.39482842462383,London,West London Golf,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=78949,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=78949
,79393,51.442175825191,-0.24381855548151,London,Richmond Park Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=79393,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79393
,79603,51.68024,-0.079467,London,Whitewebbs Golf Club,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=79603,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79603
,80108,51.351299285889,-0.13539910316467,London,Little Bork's Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=80108,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80108
,80109,51.351299285889,-0.13539910316467,London,Danbury's 18 Holes,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=80109,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80109
,80110,51.351299285889,-0.13539910316467,London,Crazy Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=80110,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80110
,80111,51.351299285889,-0.13539910316467,London,Burhill Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=80111,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80111
,80112,51.351299285889,-0.13539910316467,London,Brent Valley Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=80112,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80112
,80322,51.575153538915,0.1386719716845,London,Granfield Golf Center,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=80322,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80322
,80914,51.535808563232,-0.21082630753517,London,Queens Park Pitch & Putt,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=80914,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80914
,82741,51.43037,-0.03757,London,Beckenham hill golf,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=82741,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82741
,82818,51.573044,-0.174867,London,Hampstead Golf Course,Golf Course,http://tour-pedia.org/api/getPlaceDetails?id=82818,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82818
Woolwich High Road,35614,51.493991090498,0.063575963604326,London,Waterfront Leisure Centre,Gym,http://tour-pedia.org/api/getPlaceDetails?id=35614,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=35614
333 Goswell Rd.,37633,51.531267030689,-0.10516405105591,London,Virgin Active,Gym,http://tour-pedia.org/api/getPlaceDetails?id=37633,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=37633
2 Ducks Hill Rd.,42311,51.612340554581,-0.44256448745728,London,The Riverside Health & Racquets Club,Gym,http://tour-pedia.org/api/getPlaceDetails?id=42311,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=42311
Hornsey Rd,45086,51.558532326009,-0.1118392623783,London,Sobell Leisure Centre,Gym,http://tour-pedia.org/api/getPlaceDetails?id=45086,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=45086
,46113,51.435151220556,-0.21011549912509,London,The Wimbledon Club,Gym,http://tour-pedia.org/api/getPlaceDetails?id=46113,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=46113
,69051,51.407055816671,0.028567191070916,London,Andace Gym,Gym,http://tour-pedia.org/api/getPlaceDetails?id=69051,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69051
247-251 Wood Street,75141,51.58400993428,-0.00043988227844238,London,Pure Muscles Gym,Gym,http://tour-pedia.org/api/getPlaceDetails?id=75141,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75141
Burns Road,36107,51.471062717825,-0.16369466147188,London,Latchmere Leisure Centre,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=36107,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=36107
1 Crowthorne Rd.,36132,51.516013759004,-0.21899700164795,London,Westway Sports Centre,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=36132,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=36132
2b Crystal Palace Rd,37721,51.46075886206,-0.072054862976074,London,Dulwich Leisure Centre,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=37721,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=37721
Highbury Fields,41876,51.547375878181,-0.10359764099121,London,Highbury Pool & Fitness Centre,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=41876,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41876
Unit 6 Harrington Way,46672,51.494376,0.042965,London,The Reach,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=46672,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=46672
,47076,51.568264,-0.06093,London,Springfield Park Tennis Courts,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=47076,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47076
Gatting Way,47931,51.55148337288,-0.46740648921238,London,Hillingdon Sports & Leisure Complex,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=47931,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47931
"Hannibal Way, Croydon",49194,51.358282383328,-0.12567424582762,London,Powerleague,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=49194,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=49194
Belsize Park Gardens,49553,51.547463791928,-0.1679702295055,London,Belsize Park Gardens,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=49553,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=49553
Middleton Rd,55551,51.38771629,-0.1807715,London,Sutton Arena Leisure Centre,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=55551,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=55551
23 Grosvenor Gdns.,55581,51.561598172015,0.25620460510254,London,Grosvenor Lawn Tennis Club,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=55581,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=55581
41 Loampit Vale,79237,51.463686692843,-0.013748597628127,London,Glass Mill Leisure Centre,Gym / Fitness Center,http://tour-pedia.org/api/getPlaceDetails?id=79237,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79237
100 The High Street,40720,51.398977767601,-0.096555713127497,London,Thornton Heath Leisure Centre,Gym Pool,http://tour-pedia.org/api/getPlaceDetails?id=40720,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40720
Park Rd.,46451,51.583149942614,-0.1303768157959,London,Park Road Leisure Centre,Gym Pool,http://tour-pedia.org/api/getPlaceDetails?id=46451,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=46451
,48903,51.542929230939,-0.23132811418681,London,Willesden Sports Centre Pool,Gym Pool,http://tour-pedia.org/api/getPlaceDetails?id=48903,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=48903
Blomfield Rd.,35690,51.522576295978,-0.187668800354,London,Little Venice,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=35690,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=35690
Maritime Quay,36893,51.48752030652,-0.022100045492559,London,Masthouse Terrace Pier,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=36893,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=36893
"Embankment, Putney",37975,51.468858359666,-0.21939845710034,London,London Rowing Club,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=37975,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=37975
50 St Katharine's Way,38211,51.507300079507,-0.071196556091309,London,St Katharine Docks,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=38211,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38211
Railsworth Rd.,39607,51.464956,-0.322191,London,Thistleworth Marine,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=39607,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39607
26 - 32 Abbey Road,40154,51.532591,0.07457,London,Hewetts Quay,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=40154,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40154
Putney Embankment,40573,51.469298648693,-0.21992368527641,London,Westminster School Boat Club,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=40573,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40573
Cartier Circle,41132,51.503800784424,-0.011286735534668,London,Blackwall Basin,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=41132,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41132
Narrow St.,41168,51.511173031715,-0.036864280700684,London,Limehouse Basin,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=41168,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41168
Boardwalk Place,41407,51.505991214332,-0.0086474418640137,London,Poplar Dock Marina,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=41407,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41407
Spring Hill,42356,51.572507896741,-0.057532426229141,London,Springfield Marina,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=42356,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=42356
,43533,51.475369072783,-0.18114566802979,London,Chelsea Harbour,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=43533,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43533
,44119,51.422588162693,-0.30500045225427,London,Albany Park canoe and sailing centre,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=44119,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44119
235a Westferry Rd,44431,51.494129058304,-0.024470116336864,London,Docklands Sailing & Watersport Centre,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=44431,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44431
High Street,44472,51.48396819138,-0.30429840191247,London,Brentford Lock,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=44472,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44472
,44989,51.536160347004,-0.12789233705238,London,St Pancras Lock,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=44989,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=44989
,45067,51.493955906261,-0.01648485660553,London,Millwall Outer Dock,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=45067,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=45067
,45397,51.398508876401,-0.30994024584238,London,Ravens Ait,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=45397,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=45397
Corney Reach Way,46568,51.482401363583,-0.25182617156587,London,Chiswick Pier,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=46568,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=46568
22 Broom Water W,46989,51.428016792776,-0.31507353808841,London,"Lensbury Club, Boathouse",Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=46989,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=46989
110 scrubs lane,47006,51.525433527739,-0.23442711326747,London,Hythe Road Moorings,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=47006,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47006
"Clippers Quay, Millwall Outer Dock, British Waterw",47179,51.491497837563,-0.016590099179311,London,Tern Raft 3,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=47179,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47179
,47230,51.475076495483,-0.39649647326407,London,QMSC,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=47230,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47230
"The Boathouse, Spring Hill",47474,51.573406874454,-0.05932913610862,London,Lea Rowing Club,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=47474,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47474
Marsh Wall,47968,51.498190666722,-0.016694068908691,London,Millwall Inner Dock,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=47968,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47968
,47970,51.508997147646,-0.05411125089751,London,Shadwell Basin,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=47970,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=47970
,48140,51.491469077531,-0.031768543868167,London,Deptford Wharf,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=48140,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=48140
Lea Valley Rd,48207,51.636635089477,-0.013453838950927,London,King George Sailing Club,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=48207,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=48207
Rope St.,48368,51.493795592143,-0.03471851348877,London,South Dock Marina,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=48368,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=48368
31 Curran Close,48547,51.529269218445,-0.48568904399872,London,Cowley Lock,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=48547,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=48547
Jacks Ln,48563,51.60240487,-0.49520441,London,Black Jacks Lock No 85,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=48563,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=48563
Springwell Ln,48567,51.625535,-0.494634,London,Springwell Lock No83,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=48567,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=48567
Dan Mason Drive,49762,51.472514971338,-0.25618101055186,London,The Chiswick Boathouse,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=49762,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=49762
West Quay Drive,50073,51.521758920169,-0.38208779431575,London,Willow Tree Marina,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=50073,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=50073
N Wharf Road,50462,51.518437267826,-0.17385005950928,London,Paddington Basin,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=50462,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=50462
Shad Thames,50832,51.503774071214,-0.074372291564941,London,Butler's Wharf,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=50832,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=50832
77 burtons road,50921,51.4316005,-0.3594718,London,Arctic Fox X (Boat),Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=50921,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=50921
,51566,51.423791941722,-0.30853259074873,London,Tamesis Club,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=51566,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=51566
Greenland Dock,51589,51.493478286096,-0.040488763252281,London,Tideway Sailability,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=51589,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=51589
,51718,51.478399826662,-0.0019990463698428,London,Enderby's Wharf,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=51718,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=51718
Portsmouth Road,53591,51.396902990948,-0.31203746795654,London,Thames Sailing Club,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=53591,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53591
Western Gateway,54092,51.506017926242,0.027551651000977,London,Royal Victoria Dock,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=54092,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=54092
16 Wapping High St.,54952,51.504427876966,-0.067179687615347,London,Hermitage Moorings,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=54952,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=54952
51 Strawberry Vale,55320,51.436944,-0.3306,London,Tidal Thames Mooring,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=55320,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=55320
Landsdowne Boathouse,55765,51.453906054564,-0.30294444975084,London,Richmond Canoe Club,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=55765,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=55765
Town Quay,56098,51.534136878228,0.073814392089844,London,Town Quay,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=56098,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=56098
,57108,51.487701139762,-0.2926828226904,London,Victoria Steps Quay,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=57108,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57108
177 Hook Road,57325,51.37743234,-0.30244553,London,Surbiton Angling Centre,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=57325,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57325
BTYC Sailsports,57710,51.568053922034,-0.25670977431414,London,BTYC Sailsports,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=57710,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57710
,58992,51.423532599229,-0.30851487520977,London,"Royal Canoe Club, Teddington",Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=58992,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58992
,59892,51.534439008871,-0.093214398241826,London,Regents Canal,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=59892,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=59892
,61772,51.531556,-0.233139,London,Marina,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=61772,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=61772
,61947,51.599842977181,-0.26381017566302,London,Miami,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=61947,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=61947
,63020,51.498625191314,-0.020219190159642,London,Milharbour,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=63020,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63020
,64577,51.492288170594,-0.016384427023541,London,Clippers Quay Moorings,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=64577,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64577
,64911,51.40999551903,-0.37391208180831,London,Millenium Boathouse,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=64911,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64911
"Grand Union Village, Taywood Road, off Broadmead Road,",65964,51.529308,-0.376825,London,Engineers Wharf,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=65964,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=65964
,66321,51.493462658051,-0.040379329430196,London,Surrey Quays Waterfront,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=66321,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66321
,66756,51.48688562318,-0.010274581334094,London,Johnson's Draw Dock,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=66756,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66756
Lots Ait Island,67637,51.484454718894,-0.2981911884701,London,John's Boatyard,Harbor / Marina,http://tour-pedia.org/api/getPlaceDetails?id=67637,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67637
