address,name,id,lat,lng,location,subCategory,details,reviews
Goltz Straße 37A,Asia Imbiss,104981,52.386772,13.408555,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=104981,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=104981
Gründerstrasse,Vietnam Kitchen,102704,52.411721125618,13.573631948795,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=102704,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=102704
,China Imbiss,102203,52.41341,13.574469,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=102203,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=102203
Regattastr. 107,Asia Imbiss,112340,52.420484146953,13.580882285119,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=112340,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=112340
Semmelweisstraße 14,ASIA Imbiss-Bistro,97826,52.42095351219,13.538568019867,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97826,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97826
,Gute Pfanne China Imbiss,102402,52.426847650507,13.435267919733,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=102402,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=102402
,Thai-nippon Sushi Bar,96784,52.429522261076,13.456422163737,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=96784,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=96784
Teltower Damm 33,Ko Phai - Thai & Sushi,98467,52.431800365448,13.259221,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=98467,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=98467
Clayallee 252,Sakura Sushi,96313,52.435596096234,13.26132730283,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=96313,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=96313
,Livitina,109797,52.436008453369,13.542995452881,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=109797,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=109797
Argentinische Allee 40,Asia Snack,110941,52.439002858174,13.235894369718,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=110941,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=110941
Leonorenstraße 60,King Do,110650,52.439779496649,13.342895507812,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=110650,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=110650
,Ko Phai,111270,52.442817,13.290777,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=111270,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=111270
Garystraße,Com Bui,107964,52.448497,13.276043,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=107964,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=107964
Garystr. 45,Wok Way,93840,52.448509,13.276215,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=93840,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=93840
Ladenstr. 36,Asia Imbiss,98097,52.450048,13.253348,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=98097,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=98097
Tempelhofer Damm 227,Asia Food,107717,52.453286712254,13.385068949895,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=107717,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=107717
,Asia Snack,101987,52.453703926492,13.283637994585,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=101987,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101987
,Baramie,97081,52.454445,13.379849,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97081,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97081
Bölschestraße 60,Bistro  Tanriverdi's,97245,52.454481,13.625117,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97245,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97245
,Kinh Bac,113908,52.456235424182,13.386348648053,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=113908,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=113908
,Asia Snack ;-),101481,52.456358,13.577505,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=101481,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101481
,Nuovoforno,112370,52.456446,13.436582,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=112370,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=112370
,Mr Hai,99405,52.457181103878,13.321832298364,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=99405,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=99405
,Eat Me,112233,52.457935200805,13.578909198358,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=112233,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=112233
Königin-Luise-Straße 38,Asia Snack Dahlem,97687,52.457949,13.292457,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97687,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97687
Düppelstr.,Asia Fast Food,96577,52.458002,13.32433,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=96577,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=96577
Friedrichstrasse 16,Asia Snack,98821,52.458037334294,13.290974241296,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=98821,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=98821
