amsterdam-attraction
address,id,lat,lng,location,name,subCategory,details,reviews
,29217,52.365997954394,4.8416409530491,Amsterdam,Bootcamp@Rembrandtpark by Healthclub OpenAir,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=29217,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=29217
,29364,52.3444964752,4.8575743368153,Amsterdam,Startvak 21km,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=29364,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=29364
,30016,52.346859277784,4.901817807831,Amsterdam,Fit & Fruitig Personal Training,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30016,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30016
,30149,52.337241352603,4.9084789407602,Amsterdam,Poseidon,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30149,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30149
,30252,52.335292975706,4.9135580468837,Amsterdam,Gym - mercury hotel,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30252,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30252
,30315,52.385765075684,4.9110560417175,Amsterdam,Finish Lady's run,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30315,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30315
,30408,52.343225857814,4.9047030991772,Amsterdam,Winterdijkplein,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30408,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30408
,30491,52.352495034954,4.9303151213607,Amsterdam,bootcamp@park Frankendaal,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30491,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30491
,30492,52.3526287428,4.9314368009588,Amsterdam,Bootcamp.,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30492,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30492
,30498,52.353682927219,4.9374290053328,Amsterdam,Running Track,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30498,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30498
,30886,52.355437,4.956045,Amsterdam,Rokjesdagloop,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30886,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30886
,30906,52.389462,4.979159,Amsterdam,Weersloot,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30906,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30906
,30957,52.382127,5.002586,Amsterdam,Duurloop Running Holland,Athletics & Sports,http://tour-pedia.org/api/getPlaceDetails?id=30957,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=30957
's-Gravenhekje 1A,34522,52.372245568669,4.9075627326965,Amsterdam,Akvo Foundation,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=34522,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=34522
Barbara Strozzilaan 310,34487,52.335627523346,4.8881006240845,Amsterdam,Alex Auditorium,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=34487,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=34487
Cacaoweg 20,33411,52.415717911458,4.7619295120239,Amsterdam,ACS Logistics,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33411,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33411
