address,name,id,lat,lng,location,subCategory,Reviews
"Carrer de Sant Antoni dels Sombrerers, 3, Barcelona, Spain",La Reina,339886,41.384156,2.181725,Barcelona,,
"Carrer de Sant Antoni Abat, 52, Barcelona, Spain",Sesamo,339579,41.378913,2.16381,Barcelona,,
"Carrer de Sant Antoni Abat, 51, Barcelona, Spain",Colume Martín,339586,41.378956,2.164154,Barcelona,,
"Carrer de Sant Adrià, 89, Barcelona, Spain",Panificadora Myrpa SL,334855,41.436028,2.202386,Barcelona,,
"Carrer de Sant Adrià, 38, Barcelona, Spain",La Ponderosa,334816,41.434327,2.193072,Barcelona,,
"Carrer de Sant Adrià, 147, Barcelona, Spain",Pai Café Elisa,334868,41.436463,2.206591,Barcelona,,
"Carrer de Sant Adrià, 129, Barcelona, Spain",Alejandro Faro Torres,334865,41.436339,2.205565,Barcelona,,
"Carrer de Sancho de Ávila, 7, Barcelona, Spain",Bar Sancho,337057,41.397019,2.187573,Barcelona,,
"Carrer de Sancho de Ávila, 50, Barcelona, Spain",Dixie 724,337027,41.398456,2.189814,Barcelona,,
"Carrer de Sancho de Ávila, 49, Barcelona, Spain",Spirit,337084,41.398851,2.190024,Barcelona,,
"Carrer de Sancho de Ávila, 173, Barcelona, Spain",A Menjar,336956,41.403925,2.196832,Barcelona,,
"Carrer de Salvador Seguí, 13, Barcelona, Spain",Candela Raval,151332,41.379026,2.17069,Barcelona,,
"Carrer de Salvador Espriu, Barcelona, Spain",Cafemania,340386,41.390958,2.19808,Barcelona,,
"Carrer de Salvador Espriu, 61, Barcelona, Spain",Brunospizza S.L.,340340,41.391213,2.197486,Barcelona,,
"Carrer de Salvador Espriu, 61, Barcelona, Spain",Mar y Costa,340366,41.39058,2.198114,Barcelona,,
"Carrer de Salvador Espriu, 61, Barcelona, Spain",Restaurante El Burro Chilango S.C.P.,340385,41.391274,2.198032,Barcelona,,
"Carrer de Salvador Espriu, 61, Barcelona, Spain",Restaurante Two Belgians And A Spaniard S.L.L,340384,41.390209,2.198728,Barcelona,,
"Carrer de Salvador Espriu, 61, Barcelona, Spain",Sumo Restaurant,340367,41.391195,2.19791,Barcelona,,
"Carrer de Salvador Espriu, 59, Barcelona, Spain",Airolo Catering,340383,41.390209,2.198728,Barcelona,,
"Carrer de Salvador Espriu, 51, Barcelona, Spain",Molí Vell S.L.,340381,41.390209,2.198728,Barcelona,,
"Carrer de Salvador Espriu, 31, Barcelona, Spain",Fres Co Salvador Espriu,340357,41.389379,2.197221,Barcelona,,
"Carrer de Salvà, 37, Barcelona, Spain",Panadería María del Carmen Fabregat,340273,41.372984,2.165702,Barcelona,,
"Carrer de Salvà, 3, Barcelona, Spain",La Federica,139896,41.374659,2.166834,Barcelona,,
"Carrer de Salvà, 21, Barcelona, Spain",Bar Mantra,340241,41.373783,2.166223,Barcelona,,
"Carrer de Salou, 23, Barcelona, Spain",telemexico2,337630,41.376271,2.137529,Barcelona,,
"Carrer de Salamanca, 3, Barcelona, Spain",Yalta Crimea,340409,41.38087,2.190826,Barcelona,,
